id,text_avis,note,label
2138,Très bonne article Très satisfait des délais Je recommande,5,positif
2139,Tout est ok ! A part la batterie qui ce décharge très vite ...,3,neutre
2140,Bonjour La batterie du téléphone ne dure pas longtemps,3,neutre
2141,iPhone 8 en tous points conforme à la commande. Livraison dans les temps (1 jour !).,5,positif
2142,"Je viens de recevoir ce jour l'iPhone 8 en très bon état comme neuf, aucunes rayures, bien emballé, qui pour le moment fontionne très bien aucun regret sur cet achat Vendeur sérieux .il manquerait juste un petit cadeau comme les écouteur mais rien de grave",5,positif
2143,Parfait super qualité,5,positif
2144,"Etat nickel, emballage soigné rien a redire merci",3,neutre
2145,Envoie rapide et téléphone quasi neuf,5,positif
2146,"Comme neuf,super téléphone",4,positif
2147,Achat recondontionné. Excellente etat comme neuf. Ma fille était ravie de son cadeau. Je recommande,5,positif
2148,"Bonjour, ça fait bientôt une semaine que le téléphone. Il marche très bien pour le moment rien à dire",4,positif
2149,Je l’ai que depuis moins d’une semaine. Il est très performant et fonctionnel. A voir dans le temps…,5,positif
2150,Portable comme neuf fonctionnalité impeccable,5,positif
2151,Très bon produits très bonne qualité,5,positif
2152,Ce mobile est vraiment bien pour une utilisation quotidienne,5,positif
2153,Téléphone reconditionné spécifié excellent état malheureusement des rayures sur la coque arrière,3,neutre
2154,"Ce produit a répondu à mes attentes, je l’utilise au quotidien, tout le temps. Il est en excellent état et la livraison a été très rapide.",5,positif
2155,"je l'ai acheté pour mon fils. il est très content. Achetez sans hesiter , il est super!",5,positif
2156,Correspond à la description,5,positif
2157,Superbe coque Je vous recommande ce vendeur. Livraison rapide.,5,positif
2158,marche un mois puis beugue au bout de deux,1,négatif
2159,Bon téléphone je recommande,5,positif
2160,"Franchement acheté en excellent état et il est comme neuf.Pas une seule égratignures,un verre protecteur sur l écran déjà mis.Il fonctionne très bien. Mon fils est ravie , il l'a que depuis mi septembre après à voir dans le temps.mais pas déçu de cette achat .",5,positif
2161,"J'ai hésité à acheter ce téléphone, mais à la réception je n'étais pas déçu",4,positif
2162,"Bon produit, fonctionnement correct",5,positif
2163,"Appareil vraiment comme neuf , pour l'instant ya rien a dire",5,positif
2164,Son et lumière trop bas malgré que j ai tout remis au max …,5,positif
2165,Satisfaite comme neuf rien à dire je suis contente,5,positif
2166,"Franchement le telephone a aucune conexion, je recois un snap impossible de le voir ca charge pendant des heur et des heures, la communication, le réseau etc… une catastrophe. Je ne recommande à personne.",1,négatif
2167,"Colis reçu en 2 jours , parfaitement bien emballés . Aucune rayure états de la batterie 100%. Vraiment comme neuf je recommande fortement . Reçu avec un verre trempé déjà mis",5,positif
2168,Très jolie téléphone tout neuf livraison rapide,5,positif
2169,Parfait état fonctionne parfaitement,5,positif
2170,L'expéditeur a réussi à se tromper dans le coloris du téléphone. Au lieu d'un gris sidéral j'ai reçu un Iphone rose... Super ! Je ne recommande pas.,1,négatif
2171,Très bon téléphone bien ré conditionner,5,positif
2172,"Envoi rapide, produit bien reconditionné, idem à la description. Rien à redire :)",5,positif
2173,"Téléphone top,très bon état,niveau de la batterie excellent, qualité prix super.Envoie rapidement.",5,positif
2174,Rien à dire la livraison c’est bien passée délai respecté et téléphone en parfait état après à voir dans le temps,5,positif
2175,"L’appareil est en très bon état, on le croirait neuf.",4,positif
2176,Très bien bon produit je suis content du vendeur qui a à tenu son engagement,5,positif
2177,"Vraiment du bon matériel, reconditionné comme neuf, aucun problème. Livraison très rapide Le rapport qualité prix est largement en faveur de l'IPHONE 8 ""état neuf"" contre n'importe quel IPHONE neuf : le 8 est 4 fois moins cher qu'un SE , et 8 fois moins cher qu'un 13 . La taille de l'écran est certes plus modeste qu'un IPHONE12 ou 13 , mais c'est plutôt un avantage pour le mettre dans la poche. Au niveau fonctionnalité , il reste au top, les différences sont à mon sens marginales pour l'utilisateur moyen. Il reste l'obsolescence de l'IOS à terme, mais Apple s'améliore sous la pression des utilisateurs et des instances politique qui favorisent la durabilité. Le choix de l'IPHONE 8 reconditionné comme neuf en parfait état est le choix qui s'impose aujourd'hui pour les utilisateurs modestes mais fan de l'utilsation de l'IPHONE.",5,positif
2178,Excellent achat seul problème c’est qui chauffe un peu trop,4,positif
2179,Très beau téléphone en excellant état qui m’a permis de revenir chez Apple.,4,positif
2180,iPhone reconditionné en parfait état. Livraison rapide.,5,positif
2181,décharge batterie trop rapide....????,4,positif
2182,Déçu car c'est livré sans écouteurs avec le prix je trouve que c'est trop chère......,1,négatif
2183,J’ai reçu le tel comme neuf avec un chargeur (pas d’Apple mais fonctionnel) Je recommande,5,positif
2184,"Bonjour, Produit correspond bien au descriptif ! 1 mois après l'écran tactile ne fonctionne plus !",3,neutre
2185,"J'ai fait un envoi express et l'ai reçu le lendemain, très bien emballé et en excellent état. Tout est conforme au descriptif.",5,positif
2186,Très content de mon achat. Très bonne performances. Qualité prix rien à dire parfait.,5,positif
2187,C long à ouvrir téléphone pas satisfaite,1,négatif
2188,ce téléphone est clairement incroyable allez y les yeux fermer ! il ne bug pas tout est vraiment super aucunes rayures,5,positif
2189,"Envoi rapide, conditionnement bon. Trop tôt pour juger du bon fonctionnement du tel.",4,positif
2190,Très bien fonctionne très bien,5,positif
2191,Téléphone conforme au descriptif livraison c discount rapide,4,positif
2192,Livraison rapide emballage au top merci beaucoup produit en excellent état.,5,positif
2193,Il n’est pas si neuf que cela et merci pour la batterie!,1,négatif
2194,Extrêmement déçu de cet achat. C'était un cadeau pour mon fils et même lui est déçu en plus cher pour rien,1,négatif
2195,Le tel. Correspond à mes attentes. C’est un cadeau.,5,positif
2196,Très bonne produit avec tout les accessoires,5,positif
2197,"Tout fonctionne très bien . Il est vraiment d'un excellent rapport qualité prix , une bonne batterie, un bel écran et aussi bonne mémoire ( c'est suffisant pour moi), Bon processeur. Bref allez y les yeux fermés , pour le prix il fait largement le job !",5,positif
2198,rien à dire a voir dans le temps,5,positif
2199,Quasiment proche du neuf !,4,positif
2200,"Téléphone en très bon état cosmétique , mais comportant une sous couche logicielle ne pouvant être enlevée en l'état , et incompatible avec un usage pro , réexpédié et remboursé !",1,négatif
2201,je ne regrette pas de l'avoir commandé,5,positif
2202,Très contente de mon iPhone 8 .et livré le lendemain merci.,5,positif
2203,super fonctionnaliter,5,positif
2204,"PRODUIT EN EXCELLENT ETAT ! Conforme aux critères du reconditionnement décrit , je recommande ce vendeur !!!!",5,positif
2205,"Un défaut: il est assez fragile, surtout reconditionné, donc au bout d'une dizaine de chocs, si vous le malmenez et ne mettez pas de protections: écran, coque, cassés voire pire (objectif, tiroir SIM, ...). Donc à manier avec soin (tenir fermement, éviter les poches de pantalon trop amples, et comme on est jamais à l'abri, TOUJOURS acheter avec une coque et un protège écran renforcé). Sinon, même en 2022 à l'ère des iPhones à 4 chiffres, je recommande chaudement l'iPhone 8 à tous ceux qui hésitent pour l'achat de leur iPhone: navigation fluide, toujours mis à jour (même les apps), la batterie tient bien, et pour avoir regardé des comparatifs sur YT, peu de différences au niveau de la qualité des photos je trouve par rapport aux versions supérieures, et le tout pour un prix quasiment divisé PAR DIX par rapport au dernier modèle (ok il n'a pas la reconnaissance faciale, et quelques autres petits gadgets, mais ça ne justifie pas le prix délirant)",4,positif
2206,pas débloqué facture en chinois et mémoire pas vidé,1,négatif
2207,bon téléphone marche super bien,5,positif
2208,"Après un petit souci, le téléphone fonctionne parfaitement. La batterie est chargée à 100 %, excellent état, pas un choc, par une rayure. A conseiller.",4,positif
2209,Appel en excellent état,5,positif
2210,Après 3 mois d’utilisation il faut déjà changer la batterie.,2,négatif
2211,C’est un modèle bien et surtout à prix raisonnable,4,positif
2212,"J'ai le téléphone que depuis quelques jours jusqu'à présent je suis totalement satisfait et agréablement surpris de l'excellente qualité de ce produit avec une batterie 100% et dans un parfait état (comme neuf). Je donnerais plus d'infos après un mois d'utilisation journalière. En attendant je recommande ce vendeur. Pour sa transparence et rapidité d'expédition avec en plus toutes les surprises avec le packaging : câble original, prise, coque, film de protection, la totale quoi ! Cordialement,",5,positif
2213,"J’ai reçu l’iPhone avec un câble de chargeur qui ne fonctionne pas du tout, et j’ai donc du racheter un chargeur d’iPhone. A part ce soucis d’accessoires, l’iPhone est top, rien a dire, il fonctionne parfaitement et est en parfait état.",4,positif
2214,Je suis déçu le téléphone a fonctionné correctement 1 mois après que des problèmes là touche pour revenir à l écran principal qui ne fonctionne plus et ont ne m’entend pas quant je communique je suis obligé de mettre le haut-parleur !!!! Déçu déçu déçu !!!!,2,négatif
2215,"Après comme pour tous les iPhones, le chargeur tiens pas . Au bout de 4 jours ça chargeait déjà plus .",3,neutre
2216,Très bon article respect des délais de livraison nickel,4,positif
2217,"Décue par la qualité achat ""excellent état"" et au final état moyen",2,négatif
2218,Satisfait très bon état,4,positif
2219,telephone conforme a l'annonce mais pas d'écouteurs de fourni alors que en france c'est obligatoire mais a la place j'ai eu une coque silicone de protection ... et peti probleme avec la recharge sans fils ecran tactile qui fais n'importe quoi,3,neutre
2220,"Satisfaite juste un hic il ne charge par à 100%, s’arrête à 97% mais sinon rien a dire",4,positif
2221,conforme à la description comme neuf en classe A+ je recommande,5,positif
2222,Qualité super j'adore,5,positif
2223,Dommage qu’il n’y a pas d’écouteur ni de vitre de protection mais sino le téléphone est en très bonne état,4,positif
2224,au bout d une semaine le verre de mon téléphone s est décollé sans raison Pour un portable reconditionné avec mention excellent état j ai un gros doute je vais être obliger de déjà le faire réparer je n achèterais plus jamais sur ce site pas satisfait du tout,1,négatif
2225,"J ai acheté ce téléphone pour ma fille, qui fonctionne parfaitement. Rapport qualité prix très bien . Seule défaut que j ai trouvé il n y a pas d écouteurs .",3,neutre
2226,petit soucis pour l 'allumer il a fallut faire une manipulation afin que le téléphone détecte la carte sim mais sinon il fonctionne trés bien,4,positif
2227,Encore opérationnel plus d 1 an après . Bon travail de reconditionnement.,5,positif
2228,"Bien emballé et fonctionnel, une coque souple et le câble chargeur + embout de prise livré avec mais pas d'écouteur. L'écran de protection inclus et trop petit.",4,positif
2229,Il a une bonne batterie un bon emballage l’écran est intacte mais le protège écran est trop petit et les écouteurs crépitent un peu pour le chargeur il est bien (un chargeur normal quoi),5,positif
2230,Reçu en parfait état tout neuf fonctionne bien pour le moment,5,positif
2231,Iphone niquel Niveau batterie c est pa sa elle rien peu pas écouteur,5,positif
2232,très bon produit et mon fils est très content et plus d'une livraison en 48 h,5,positif
2233,Très bonne qualité merci,5,positif
2234,Parfait merci reçus rapidement,5,positif
2235,Vous avez oublié les écouteurs,5,positif
2236,Ravis de mon achat mon fils est trop content le telefone reçu en parfaite état comme neuf le seul bémols c'est qu'il y avait pas les écouteurs uniquement le chargeur si non top,5,positif
2237,"produits reçu rapidement, il est conforme à la description;",5,positif
2238,Je suis un inconditionnel des téléphones reconditionnés Toujours satisfait de ceux achetés chez CDISCOUNT Donc merciiiiiiiiii,5,positif
2239,C est le 2 eme que j achète et rien à redire franchement à recommander merci beaucoup,5,positif
2240,Super téléphone. Vendu comme neuf avec protection écran et coque ! Ce vendeur est réactif et professionnel.je recommande vivement !,5,positif
2241,Produits non conformes pour iPhone 7 branchement ne correspond pas à mon iPhone 7,1,négatif
2242,Appareil reconditionné d'excellent qualité,5,positif
2243,Excellent Extrêmement satisfait Mon iPhone 8 comme neuf Bravo Cdiscount,5,positif
2244,j'ai reçu le téléphone avec un état de batterie pitoyable je ne recommande pas,1,négatif
2245,Mon fils est très content de son mobile boîte d origine merci merci,5,positif
2246,Très bon produit pas de rayures aucun choc pour l’instant tout va bien je ne pourrais que recommandé ce vendeur,5,positif
2247,téléphone propre et en excellent état ; tout est impeccable,4,positif
2248,bon packaging envoi rapide conforme a la description,5,positif
2249,"-Article livré en temps et en heure, merci Cdiscount -Fonctionne parfaitement, lors du déballage je pensais que l'appareil était neuf, pas une rayure, la batterie est à 100% de sa capacité. -Vendeur à recommander",5,positif
2250,Iphone conforme au descriptif. Excellent état.,5,positif
2251,"Iphone état neuf, il fonctionne très bien, accessoires fournis et livrée en 2j. Je recommande.",5,positif
2252,"Très bon petit téléphone pour ma fille, elle en est très contente. La batterie, évidemment, se décharge assez vite mais je ne retire pas d'étoile, puisque c'est commun à tous les mobiles d'occasion qu'on a eu, Apple ou autres. Je recommanderais Cdiscount pour ce genre d'achat sans hésiter.",5,positif
2253,L’iPhone fonctionne parfaitement,5,positif
2254,La batterie se décharge très très vite ça ne tient même pas 30mn.Quand on parle ça fait 1 bruit très bizarre plus jamais avec téléphone reconditionné,1,négatif
2255,Acheter téléphone au mois octobre le batterie tien à peine 3h au bout 2 mois écran noir sur l appareil photo. Et plus flash qui fonctionne,1,négatif
2256,"au top, rapidité de mise en route ,convient a tous le monde",5,positif
2257,Très bon produit le seul bémol se décharge trop vite,3,neutre
2258,Je ne regrette pas mon achat,4,positif
2259,"Aucun problème pour le moment, content de mon achat.",4,positif
2260,"Très bon état. Contente du produit, je recommande.",5,positif
2261,RAS Très bien bon téléphone,5,positif
2262,"Fonctionne bien, mais le tactile un peu trop sensible ,il apparaît des fonctions non demandées quelques fois.",4,positif
2263,La batterie se decharge tres rapidement je regrette mon achat argent jeté a la poubelle,1,négatif
2264,j'ai pris cet apple pour son prix . Reçu en très bon état Je le recommande,4,positif
2265,Correct pour le prix je recommande.on verras par la suite et livrer rapidement,4,positif
2266,Super produit. Cet iPhone est reconditionné mais il est dans le même le état qu'un neuf. La batterie est à 95% de son état d'origine. Il est même livré avec un écran de protection. Je recommande ce vendeur.,5,positif
2267,Très bon état léger performant,5,positif
2268,"Produit conforme, emballage nickel et livraison au top. Le produit est comme neuf, aucune rayure, fonctionne parfaitement... A voir dans le temps car j'ai eu une mauvaise surprise avec un téléphone reconditionné commandé sur un site concurrent. Je commande depuis plusieurs années sur Cdiscount et pour le moment, je ne suis pas déçu.",5,positif
2269,Produit presque neuf Emballage d’origine avec accessoires Livré avec un film d’écran très satisfait,5,positif
2270,"C’est mon premier iPhone et aussi en occasion, je ne regrette pas mon achat. La batterie à 100% et un état excellent comme sur l’annonce. J’ai reçu en plus des accessoires coque et protection écran. Je recommande",4,positif
2271,Je suis très satisfaite de l’iPhone 8 . Pour le moment tout me semble très bien fonctionner . J’ai reçu ce matin les écouteurs AirPods. L’emballage est super . Pour le fonctionnement je vous dirai plus tard . Merci Françoise,4,positif
2272,Super téléphone comme neuf franchement on aurait pas dit qu'il était reconditionnée j'aime beaucoup je recommande il y a tout dans la boite d'origine en plus il ne manque rien pas de pièces à acheter séparément je conseille fortement je suis super heureuse de mon achat !,5,positif
2273,batterie pas très performante et luminosité qui se dérègle toute seule,4,positif
2274,L'écran beugue énormément desfois nous ne pouvons même pas envoyer de message .,2,négatif
2275,Téléphone reçu rapidement seule problème la batterie a 94% la batterie ne tiens pas là journée et surtout elle fait des surchauffes (en bas de l’écran j’ai une grosse bulle ) sinon il fonctionne bien,3,neutre
2276,Apple n'a plus rien à approuver!,5,positif
2277,super produit correspond à mes attentes pour un téléphone d occasion,4,positif
2278,"iPhone recu le lendemain de la commende passer, bien emballé comme neuf pourcentage de batterie à 91, merci Cdiscount",4,positif
2279,Très bon produit en excellent état,5,positif
2280,l’iPhone est arrivé dans une boîte (pas d’origine) avec toutes ses accessoires ( écouteurs chargeur). Très bon état on dirait qu’il est neuf Capacité batterie à 100% Merci,5,positif
2281,"Je suis très déçu, je l’ai reçu il y a une semaine 2 jours après le chargeur ne fonctionnait plus ensuite le téléphone, déjà la batterie n’était pas du tout résistante je l’ai reçu et l’état de la batterie était déjà en réparation puis maintenant l’écran tactile ne fonctionne plus quand on appuie pour faire le code par exemple il ne se passe rien. C’est de l’argent jeté à la poubelle !",1,négatif
2282,bonjour cadeau de Noël pour mon fils excellent état. aucune griffes on dirait un neuf .bien emballer avec chargeur et écouteur. au top du top .,5,positif
2283,tel comme neuf mais gros probleme de micro c dommage,3,neutre
2284,Super très beau téléphone conforme à la description,5,positif
2285,"Très contente avec, parfsit etat. Foncion très bien",5,positif
2286,Super iphone sans aucune rayures . Emballé comme un neuf . Chargeur oreillette tous y était. Livraison rapide.,5,positif
2287,"reçu rapidement, état exceptionnel, a voir dans le temps l'efficacité de la batterie",4,positif
2288,Je recommande livraison rapide,5,positif
2289,Le chargeur ne pas celui de l’iPhone j’ai étais obligé de prendre un chargeur de iPhone à côté,4,positif
2290,Très facile à mettre en route et à utiliser.,5,positif
2291,Le produit est en excellent état pour un produit reconditionné,5,positif
2292,Produit conforme à mes attentes,5,positif
2293,conforme à mes attentes,5,positif
2294,J'ai reçu mon iphone rapidement et il fonctionne parfaitement.,5,positif
2295,"Beaucoup de problème ,parfois impossible de écrire quelques chose il écrit tout set",1,négatif
2296,Excellent produit !! Comme neuf.,5,positif
2297,Le téléphone prend 10 ans à ce démarrage,3,neutre
2298,"Reçu rapidement très bien emballé, très très bon état comme neuf vraiment le top",5,positif
2299,Très bon produit je ne regrette pas mon achat ??,5,positif
2300,Bon produit qualité prix,4,positif
2301,Parfait je recommande,5,positif
2302,Reçu hier donc trop tôt pour évaluer son fonctionnement mais l’ aspect est impeccable comme neuf . Suis ravie pour l.instant .,5,positif
2303,Produit conforme au descriptif. Reçu rapidement,4,positif
2304,Tres satisfaite de mon achat super cadeau sa a fait un heureux je re commande,4,positif
2305,Mauvais achat. Remplacement et/ou remboursement demandé.,1,négatif
2306,a FUIR sI VOUS AVEZ UN SAV? C EST QUE LE DEBUT DUNE FOLLE BATAILLE,1,négatif
2307,telephone reconditionné qui fonctionne très bien,5,positif
2308,"J'avoue que j'étais réticente à l'idée d'acheter un téléphone sans trop savoir d'où il pouvait venir mais, en le recevant, j'ai été conquise. Il est comme neuf. Je l'ai reçu dans sa boite Apple. Il avait une coque transparente de protection. Une protection écran. Il fonctionne très bien.",5,positif
2309,"Produit reçu rapidement avec les accessoires, dans une belle boîte bien emballer je recommande à 1000% Foncez",5,positif
2310,Bonjour très bon produit,5,positif
2311,j'ai reçu ce mobile reconditionné avec avis état excellent et c'est vrai il est comme neuf avec son chargeur ses écouteurs il est top je suis ravie de mon achat j'avais une appréhension pour le reconditionnement il est garantie 1 an et je l'ai payé 100 euros de mois qu'un neuf le vendeur est très sérieux bravo,5,positif
2312,Téléphone acheter soit disant en excellent état mais reçu avec une capacité de batterie a 87% loin de l’excellent état pour moi !!,1,négatif
2313,"Iphone en bon état, mais les écouteurs supposé lightning fonctionnent en bluetooth, HS En 3 jours",4,positif
2314,Excellent état ! Batterie 100% Pas de rayures. Impecc.,5,positif
2315,État proche du neuf…………,5,positif
2316,Mon fils est satisfait très bonne affaire pour un reconditionné.,4,positif
2317,"excellent téléphone, ce que j'aime surtout c'est sa taille, ni trop petit ni trop grand !",5,positif
2318,"Livraison respectée. Rien à dire. Réception de l'iphone, dans un emballage identique à celui d'un iPhone neuf, avec 1 vitre et 1 coque souple, chargeur et écouteurs. Top.",5,positif
2319,"La batterie n’a pas beaucoup d’autonomie, le reste est très bien",4,positif
2320,Reçu rapidement comme demandé..ma fille en es très satisfaite..tiens très bien la charge..comme neuf,5,positif
2321,téléphone reçu et le lendemain HS vendeur très réactif,1,négatif
2322,l etat de batterie du telephone est il bien a 100%,4,positif
2323,Très bon téléphone comme neuf fonctionne très bien livraison rapide emballage soigné oui je recommande c discount merci et très bonne continuation,5,positif
2324,Téléphone arrivé rapidement et on a l'impression qu'il est tout neuf ! Je recommande ce vendeur.,5,positif
2325,Je suis très heureux d’avoir acheté l’iPhone 8 reconditionné,4,positif
2326,iPhone en excellent état comme neuf reçu la boite sous blister / livré en 3jours,5,positif
2327,Mauvais fonctionnement de la fonction audio Déçu,2,négatif
2328,Vraiment excellent du bon reconditionnement une batterie qui tient bien la charge vraiment satisfaite,5,positif
2329,Super téléphone reconditionné excellent état,5,positif
2330,"j'ai été agréablement surpris par la qualité de cette appareil,d'une très bonne qualité sans aucun défaut ,moi qui était plutot c contre le recondionné la je suis vraiment content de cette achat .en qualité prix rien a redire et il fonctionne a merveille, super, je le recommanderais a mon entourage",5,positif
2331,Qualité super tiens bien la batterie,5,positif
2332,"bon téléphone me suffit largement répond à mes besoins,j'espere en faire un peu plus que le dernier",4,positif
2333,satisfait de mon achat,5,positif
2334,Parfait téléphone neuf,5,positif
2335,Tout est conforme. Envoi rapide et vendeur sympathique. Très bonne communication,5,positif
2336,"aspect neuf, mise en fonctionnement sans problème, reste à voir après l'utilisation dans le temps ...",4,positif
2337,"Très bon article, mais j'aurais aimé avoir la notice explicative du fonctionnement dans le colis de livraison au lieu d'aller chercher sur Internet ce dont j'ai besoin. C'est pour cette seule raison que je n'ai pas donné la note maximale.",4,positif
2338,bon appareil toujours trop cher de la part d 'apple,4,positif
2339,vendeur sérieux téléphone comme neuf(avec coque gratuite)envoi rapide...,5,positif
2340,"On branche le téléphone il charge à 100% et quand on le débranche il s’éteint, on le rallume il est à 11% .. En plus sur la boîte il y a noté batterie non changer alors que l’état est à 100%, pour un iPhone 8 reconditionné ça m’étonnerais",1,négatif
2341,"Je suis très content du téléphone le vendeur très sérieux je vous conseille de prend le téléphone avec se vendeur, il y a juste une rayure sur le téléphone pas trop grave",4,positif
2342,"La vérité, on dirait qu'il est comme neuf. En attendant d'acheter le prochain iPhone 1259euros, celui la fera parfaitement l'affaire. Efficace, sublime ca fait plaisir. Merci Beaucoup",5,positif
2343,Mon fils de 15 ans vient tout juste de l'utiliser . Il en est content . Très bon état extérieur on dirait qu'il est neuf.,4,positif
2344,"Le téléphone fonctionne bien mais la batterie n'est pas à la hauteur de mes attentes. Sa capacité n'est pas maximale (81%) ce qui reste un problème pour un produit censé être en ""excellent état"" !! Un peu déçu pour ce point là !",3,neutre
2345,Produit en bonne état à part la batterie arriver à 88%,3,neutre
2346,Au départ j'étais septique pour acheter ce produit vu les quelques critiques que j'ai lu. Mais après avoir reçu l'iPhone pour moi il était comme neuf. On peut faire confiance au vendeur. Je suis très content de mon achat.,5,positif
2347,Il fonctionne très bien. La couleur est ravissante. Il est comme neuf pour un reconditionné!!,5,positif
2348,"Correspond à la description, bonne attitude du vendeur, bonne vitesse de livraison",5,positif
2349,Prix intéressant rien à redire,5,positif
2350,"Le téléphone est arrivé avec une batterie a 100% mais qui se décharge en quelques heures, un capteur de proximité défaillant , j'ai du me résoudre à,les changer",2,négatif
2351,Bon téléphone fonctionne nickel,4,positif
2352,Mm pour un reconditionner il est.garantie en cas de panne je suis très satisfaite et je recommande ce vendeur,3,neutre
2353,satisfait du service et du produit proposés par cdiscount.,3,neutre
2354,Très bon état et tout à fait conforme aux attentes et à la description. Parcours de livraison impeccable avec bon suivi et dans le délai annoncé. Merci beaucoup !,5,positif
2355,"Téléphone sous blister! Livré avec verre trempé déjà installé! Capacité de la batterie à 100% Non sérieux c'est un téléphone neuf, extrêmement content !!",5,positif
2356,Cela fait le deuxième portable que j ai acheté Très satisfaite des produits,5,positif
2357,Le téléphone se décharge rapidement. La batterie est censée être en excellent état d’après la description mais elle est à 92%. Le chargeur de l’IPhone ne fonctionne plus 2 semaines après l’avoir reçu. Cdiscount c’est fini.,1,négatif
2358,Vraiment satisfaite de mon iPhone fonctionne très bien et très bien emballé... livraison ultra rapide,5,positif
2359,"Apres quelques mois d utilisation nous nous sommes aperçu que le clavier fonctionne mal, sans même le toucher les touches s activent seules.",3,neutre
2360,Ma fille est contente de son iPhone et c’est le principal !,5,positif
2361,Batterie donne des signes de faiblesse,2,négatif
2362,"reçu tres rapidement dans un état proche du neuf fonctionne parfaitement, A recommander les yeux fermés",5,positif
2363,Buge beaucoup trop quelle dommage,1,négatif
2364,Telephone au top on ne s s'aperçoit pas du tout que c est un téléphone reconditionné comme neuf que se soit extérieure ou bien pour la batterie,5,positif
2365,"Vite reçu dans un emballage impeccable, le seul défaut que je puisse trouver à ce téléphone est inhérent à tous les téléphones de chez Apple, c’est la durée de la batterie..",5,positif
2366,Super téléphone livraison rapide téléphone nickel pas de reyure fonctionne très bien . Je recommande ce téléphone,4,positif
2367,"Colis reçu dans les délais pour faire un cadeau. Emballage digne du neuf ainsi que tout le contenu et contenant. Qualifié ""d'excellent état"" cela est vrai.",4,positif
2368,Je recommande livraison rapide très bon produit vendeur sérieux,5,positif
2369,Produit neuf au bon prix !! Parfait,5,positif
2370,La touche ID ne fonctionne plus après 2 mois d'une utilisation normale et la batterie se décharge extrêmement vite (50% en 3h!!!),1,négatif
2371,pouvez vous la prochaine fois mr mme me mettre avec l apple iphone les airpods pro 2 gratuit vous etes tres pro competent merci CDISCOUNT,5,positif
2372,Bonjour elle est trop bien ce téléphone iPhone 8 comme giga c’est bien,5,positif
2373,"Très bien conditionné, envoi rapide, acheté pour mon fils, il est très content, état comme neuf, accessoires ok !! Rien a dire",5,positif
2374,Téléphone arrivé en 72 heures. Emballé dans sa boîte d'origine avec tous ces accessoires. Juste parfait avec le protège vitre qui a été un plus. Très content de cet article qui est quasiment neuf,5,positif
2375,"Ravi pour un reconditionné , il fonctionne parfaitement. Et transfert nikl.",5,positif
2376,Iphone 8 tres bonne qualite.,5,positif
2377,Acheter il y a 1 mois ne fonctionne déjà plus franchement énormément déçu ne le prenais surtout pas car au début tout va bien et après plus rien !!!!!!,1,négatif
2378,"Conforme à la description, on dirait un téléphone neuf, donc plutôt positif ! Fonctionne très bien",5,positif
2379,"Téléphone reçu dans l'État mentionnés, souci avec une touche mais le vendeur a su répondre rapidement et réparer la touche en moins de 72h. Je recommande",5,positif
2380,"Acheté pour remplacer un iphone 6 qui commençait à avoir quelques défaillances. L'appareil reçu est comme neuf, dans un parfait état, boîtier et chargeur d'origine. La batterie se charge à 100% et tient correctement la charge. Les données se copient automatiquement de l'ancien iphone vers le nouveau. J'ai l'impression d'avoir un appareil neuf en main. C'est mon premier reconditionné et c'est une réussite.",5,positif
2381,"Article parfait, comme sur la description. Appareil reçu en excellent état comme neuf !!! Vendeur à recommander +++",5,positif
2382,Produit bien emballé et conforme à l'annonce. Le téléphone dispose d'une coque transparente et d'une protection sur l'écran en plus. Satisfait de mon achat.,5,positif
2383,"C’est mon premier achat chez Cdiscount et je suis satisfait en tout point. Prix, rapidité de livraison et aucunes surprises au déballage de mon appareil. C’était également la première fois pour du matériel reconditionné….. je recommande.",5,positif
2384,Très contente de mon achat produit nickel livraison super rapide impeccable je recommande,5,positif
2385,"Comme neuf, dans sa boîte Apple avec chargeur Apple. Je l ai commandé avec la mention excellent état. Je suis agréablement surpris, j en avais déjà commandé un pour ma fille sur un site spécialisé dans le reconditionnement, pas formidable, écran générique batterie faiblarde et le gps ne fonctionnait pas….alors je ne sais pas si c est un coup de chance mais je valide à 100%",5,positif
2386,Tres bon produit livré en 2 jours batterie neuve,5,positif
2387,Très bon vendeur et produit je le recommande ce vendeur,5,positif
2388,J ai du racheter un cet iphone 8 à ma fille en urgence car elle a casser le jour meme et franchement il es top vendu comme excellent etat je dirais meme limite neuf batterie a 100% aucune rayure vendu avec un verre trempé deja poser et chargeur officiel Apple et en plus de ça reblister dans ca boite au top je doit aussi changer de tel je pense que je recommanderais chez vous,5,positif
2389,téléphone acheter il y a deux moi et déjà le bouton volume ne fonctionne plus,2,négatif
2390,"L’état extérieur du téléphone est impeccable, aucune rayures ni impacts. Mais la batterie était à 86% donc juste à la limite des 85% minimum annoncé par le site.",5,positif
2391,"Bonjour, cela fait le 3 ème IPNON re conditionner que j’achète , jusqu’à là pas déçu. Mais le dernier n’en tiens plus pas la charge .",1,négatif
2392,Téléphone parfait je recommande fortement,5,positif
2393,"Téléphone comme neuf, je recommande",5,positif
2394,super appareil pratique et pas cher rapide la livraison,5,positif
2395,téléphone arrive Nikel mais mes interlocuteur m'entende avec du mal je pense qu'il y a un problème de son pourtant je l'ai bien régler car je connais les fonctions iPhone très bien dommage car sinon il est parfait.,3,neutre
